Simulation Time,Output Voltage,Cart Position,Pendulum Angle,Virtual Measurement
22.29600,-0.24243,0.06439,0.02761,0.05334
22.30600,-1.29207,0.06423,0.02761,0.05318
22.31600,-1.78103,0.06398,0.02608,0.05355
22.32600,0.94954,0.06370,0.02608,0.05327
22.33600,1.29522,0.06352,0.02454,0.05370
22.34600,2.73145,0.06361,0.02454,0.05379
22.35600,2.41194,0.06395,0.02608,0.05352
22.36600,0.00712,0.06439,0.02608,0.05395
22.37600,-0.65391,0.06482,0.02761,0.05377
22.38600,-1.24599,0.06507,0.02915,0.05341
22.39600,-2.53464,0.06511,0.02915,0.05345
22.40600,-1.16626,0.06493,0.02915,0.05327
22.41600,-0.73271,0.06466,0.02915,0.05300
22.42600,0.07115,0.06432,0.02761,0.05327
22.43600,2.24970,0.06423,0.02761,0.05318
22.44600,1.73362,0.06420,0.02761,0.05316
22.45600,1.44312,0.06436,0.02761,0.05332
22.46600,2.83551,0.06466,0.02915,0.05300
22.47600,0.77039,0.06504,0.03068,0.05277
22.48600,-1.63441,0.06536,0.03221,0.05248
22.49600,-2.41249,0.06550,0.03221,0.05261
22.50600,-0.77253,0.06543,0.03221,0.05255
22.51600,1.08760,0.06536,0.03375,0.05186
22.52600,-2.36223,0.06532,0.03375,0.05182
22.53600,-2.41682,0.06504,0.03375,0.05155
22.54600,-1.35848,0.06461,0.03375,0.05111
22.55600,-1.73328,0.06409,0.03375,0.05059
22.56600,-2.42444,0.06343,0.03221,0.05055
22.57600,-0.13623,0.06270,0.03068,0.05043
22.58600,1.37355,0.06207,0.03068,0.04979
22.59600,0.25198,0.06166,0.03068,0.04939
22.60600,-1.09132,0.06129,0.03068,0.04902
22.61600,-0.97773,0.06088,0.03068,0.04861
22.62600,-0.62549,0.06050,0.03068,0.04823
22.63600,-0.23871,0.06009,0.03068,0.04782
22.64600,-0.00000,0.05970,0.03068,0.04743
22.65600,0.33229,0.05936,0.03068,0.04709
22.66600,0.92575,0.05911,0.03068,0.04684
22.67600,0.25402,0.05904,0.03221,0.04616
22.68600,-0.86079,0.05904,0.03375,0.04554
22.69600,-1.60716,0.05902,0.03528,0.04491
22.70600,-2.06795,0.05891,0.03682,0.04418
22.71600,-2.51405,0.05866,0.03682,0.04393
22.72600,-1.88956,0.05829,0.03682,0.04357
22.73600,0.59082,0.05782,0.03835,0.04248
22.74600,-1.88621,0.05738,0.03835,0.04204
22.75600,-2.85384,0.05679,0.03835,0.04145
22.76600,-1.34835,0.05625,0.03835,0.04091
22.77600,-0.03708,0.05552,0.03835,0.04018
22.78600,-0.28812,0.05495,0.03835,0.03961
22.79600,-0.15838,0.05436,0.03988,0.03841
22.80600,-3.24128,0.05381,0.03988,0.03786
22.81600,-3.75646,0.05302,0.03988,0.03706
22.82600,-2.74269,0.05199,0.03988,0.03604
22.83600,-3.38091,0.05079,0.03988,0.03484
22.84600,-3.84755,0.04938,0.03835,0.03404
22.85600,-2.88944,0.04786,0.03682,0.03313
22.86600,-2.20650,0.04617,0.03528,0.03206
22.87600,-1.34896,0.04449,0.03375,0.03099
22.88600,-1.37494,0.04283,0.03221,0.02995
22.89600,-1.69584,0.04120,0.03068,0.02892
22.91600,-1.33846,0.03788,0.02761,0.02683
22.92600,-1.06990,0.03624,0.02608,0.02581
22.93600,-0.81427,0.03463,0.02454,0.02481
22.94600,-1.36329,0.03308,0.02301,0.02388
22.95600,-1.51754,0.03153,0.02148,0.02294
22.96600,-0.74636,0.03006,0.01994,0.02208
22.97600,-0.60980,0.02858,0.01994,0.02060
22.98600,-1.44499,0.02721,0.01841,0.01985
22.99600,0.05428,0.02587,0.01841,0.01851
23.00600,-1.27746,0.02469,0.01841,0.01733
23.01600,-2.94932,0.02344,0.01841,0.01608
23.02600,-4.02485,0.02212,0.01841,0.01476
23.03600,-3.02414,0.02058,0.01687,0.01383
23.04600,-0.97438,0.01894,0.01534,0.01280
23.05600,0.29227,0.01732,0.01381,0.01180
23.06600,0.46989,0.01598,0.01381,0.01046
23.07600,-2.23730,0.01478,0.01381,0.00926
23.08600,-3.66436,0.01337,0.01381,0.00785
23.09800,-2.34634,0.01148,0.01227,0.00657
23.10600,-0.91598,0.01019,0.01074,0.00589
23.11600,-0.36502,0.00859,0.00920,0.00491
23.12600,0.16095,0.00712,0.00767,0.00405
23.13600,0.20656,0.00573,0.00767,0.00266
23.14600,-0.24218,0.00452,0.00767,0.00146
23.15600,-2.04041,0.00327,0.00614,0.00082
23.16600,-0.89045,0.00200,0.00614,-0.00045
23.17600,0.52446,0.00082,0.00614,-0.00164
23.18600,-1.11457,-0.00030,0.00614,-0.00275
23.20600,-2.65245,-0.00261,0.00614,-0.00507
23.21600,-1.63459,-0.00393,0.00460,-0.00577
23.23600,1.38493,-0.00643,0.00307,-0.00766
23.24600,0.65101,-0.00734,0.00307,-0.00857
23.25600,-2.02234,-0.00812,0.00307,-0.00934
23.26600,-2.76111,-0.00903,0.00460,-0.01087
23.27600,-3.31472,-0.01005,0.00460,-0.01189
23.28600,-2.91815,-0.01125,0.00460,-0.01309
23.29600,-1.92201,-0.01260,0.00307,-0.01382
23.30600,0.27076,-0.01389,0.00153,-0.01450
23.31600,1.68042,-0.01496,0.00153,-0.01557
23.32600,-0.18788,-0.01580,0.00153,-0.01641
23.33600,-0.67592,-0.01648,0.00153,-0.01710
23.34600,0.65772,-0.01707,0.00153,-0.01769
23.35600,0.86819,-0.01751,0.00307,-0.01873
23.36600,-0.90852,-0.01778,0.00460,-0.01962
23.37800,-2.44063,-0.01812,0.00614,-0.02057
23.38600,-1.88389,-0.01846,0.00767,-0.02153
23.39600,-1.75389,-0.01896,0.00767,-0.02203
23.40600,-0.52005,-0.01951,0.00767,-0.02257
23.41600,1.74624,-0.01996,0.00920,-0.02364
23.42600,-0.70598,-0.02030,0.01074,-0.02460
23.43600,-2.03165,-0.02062,0.01074,-0.02492
23.44600,-1.80181,-0.02098,0.01227,-0.02589
23.45600,-2.34568,-0.02144,0.01227,-0.02635
23.46600,0.11247,-0.02196,0.01381,-0.02748
23.47600,-1.42449,-0.02246,0.01381,-0.02798
23.48600,-1.82860,-0.02301,0.01381,-0.02853
23.49600,-0.05737,-0.02355,0.01534,-0.02969
23.50600,-2.89430,-0.02414,0.01534,-0.03028
23.51600,-2.91225,-0.02483,0.01534,-0.03096
23.52600,-1.57296,-0.02562,0.01534,-0.03176
23.53600,-1.35234,-0.02644,0.01534,-0.03258
23.54600,-2.18172,-0.02735,0.01534,-0.03349
23.55600,-3.35924,-0.02835,0.01534,-0.03449
23.56600,-4.75568,-0.02958,0.01381,-0.03510
23.57600,-3.51265,-0.03108,0.01227,-0.03599
23.58600,-3.11620,-0.03274,0.01074,-0.03703
23.59600,-0.38625,-0.03442,0.00767,-0.03749
23.60600,0.04741,-0.03599,0.00614,-0.03844
23.61600,-0.48511,-0.03742,0.00460,-0.03926
23.62600,-0.99782,-0.03876,0.00307,-0.03999
23.63600,-0.46643,-0.04001,0.00153,-0.04063
23.64600,-0.13736,-0.04122,0.00153,-0.04183
23.65600,-0.56418,-0.04226,0.00000,-0.04226
23.66600,0.60155,-0.04317,0.00000,-0.04317
23.67600,-0.93152,-0.04392,0.00000,-0.04392
23.68600,-1.86597,-0.04463,0.00000,-0.04463
23.69600,-1.69295,-0.04540,0.00000,-0.04540
23.70600,0.07531,-0.04617,-0.00153,-0.04556
23.71600,2.96582,-0.04672,-0.00153,-0.04611
23.72600,2.78524,-0.04692,0.00000,-0.04692
23.73600,1.33266,-0.04679,0.00153,-0.04740
23.74600,0.01010,-0.04654,0.00307,-0.04777
23.75600,-0.68692,-0.04633,0.00460,-0.04817
23.76600,-1.66109,-0.04624,0.00614,-0.04870
23.77600,-2.46828,-0.04636,0.00767,-0.04942
23.78600,-3.24860,-0.04677,0.00767,-0.04983
23.79800,-1.74723,-0.04754,0.00767,-0.05061
23.80600,-1.98926,-0.04813,0.00614,-0.05058
23.81600,-0.77392,-0.04890,0.00614,-0.05136
23.82600,-0.07225,-0.04956,0.00614,-0.05202
23.83600,-2.07414,-0.05020,0.00614,-0.05265
23.84800,-2.91501,-0.05102,0.00460,-0.05286
23.85600,0.11603,-0.05161,0.00307,-0.05284
23.86600,2.20322,-0.05224,0.00307,-0.05347
23.87600,2.39460,-0.05250,0.00307,-0.05372
23.88600,1.68820,-0.05250,0.00460,-0.05434
23.90600,-2.28146,-0.05229,0.00767,-0.05536
23.91600,-3.00918,-0.05245,0.00767,-0.05552
23.92600,-3.01223,-0.05288,0.00767,-0.05595
23.93600,-2.27451,-0.05352,0.00614,-0.05597
23.94600,-0.68665,-0.05422,0.00614,-0.05668
23.95600,-0.36856,-0.05488,0.00460,-0.05672
23.96600,1.09176,-0.05543,0.00460,-0.05727
23.97600,-0.23946,-0.05575,0.00460,-0.05759
23.98600,-1.16791,-0.05597,0.00460,-0.05781
23.99600,-0.59772,-0.05618,0.00460,-0.05802
24.00600,0.38715,-0.05634,0.00460,-0.05818
24.01600,1.13557,-0.05638,0.00460,-0.05822
24.02600,0.42550,-0.05629,0.00614,-0.05875
24.03800,-1.72804,-0.05620,0.00767,-0.05927
24.04600,-3.32504,-0.05629,0.00767,-0.05936
24.05600,-2.24434,-0.05668,0.00767,-0.05975
24.06600,-2.02029,-0.05718,0.00614,-0.05963
24.07600,0.11309,-0.05775,0.00614,-0.06020
24.08600,0.25317,-0.05820,0.00460,-0.06004
24.09600,1.89367,-0.05850,0.00460,-0.06034
24.10600,0.69372,-0.05857,0.00460,-0.06041
24.11600,0.22972,-0.05854,0.00460,-0.06038
24.12600,-0.61350,-0.05850,0.00614,-0.06095
24.13600,-2.91160,-0.05861,0.00614,-0.06107
24.14600,-2.24337,-0.05888,0.00614,-0.06134
24.15600,-2.09042,-0.05927,0.00460,-0.06111
24.16600,1.03704,-0.05966,0.00460,-0.06150
24.17600,0.10915,-0.05993,0.00460,-0.06177
24.18600,-1.99021,-0.06018,0.00307,-0.06141
24.19600,1.20595,-0.06043,0.00307,-0.06166
24.20600,1.30545,-0.06048,0.00307,-0.06170
24.22600,-0.74253,-0.06018,0.00460,-0.06202
24.23600,-2.76162,-0.06020,0.00460,-0.06204
24.24600,-1.87134,-0.06041,0.00460,-0.06225
24.25600,-1.95004,-0.06073,0.00307,-0.06195
24.26600,0.94240,-0.06102,0.00307,-0.06225
24.27600,1.79670,-0.06118,0.00153,-0.06179
24.28600,3.27655,-0.06102,0.00153,-0.06163
24.29600,2.97238,-0.06057,0.00307,-0.06179
24.30600,-0.04594,-0.05993,0.00460,-0.06177
24.31600,-1.77362,-0.05936,0.00614,-0.06182
24.32600,-1.98120,-0.05900,0.00614,-0.06145
24.33600,-0.49057,-0.05882,0.00614,-0.06127
24.34600,1.06205,-0.05868,0.00614,-0.06113
24.35600,-0.47107,-0.05845,0.00767,-0.06152
24.36600,-3.66646,-0.05841,0.00767,-0.06147
24.37600,-3.47721,-0.05870,0.00614,-0.06116
24.38600,-1.16770,-0.05920,0.00460,-0.06104
24.39600,0.62861,-0.05977,0.00307,-0.06100
24.40600,1.53031,-0.06011,0.00153,-0.06072
24.41600,2.05654,-0.06022,0.00153,-0.06084
24.42600,-0.21272,-0.06020,0.00153,-0.06082
24.43600,-2.10361,-0.06022,0.00000,-0.06022
24.44600,1.13657,-0.06036,0.00000,-0.06036
24.45600,0.37470,-0.06036,-0.00153,-0.05975
24.46600,2.30573,-0.06025,-0.00153,-0.05963
24.47600,1.91940,-0.05995,-0.00153,-0.05934
24.48600,1.15547,-0.05950,-0.00153,-0.05888
24.49600,0.03268,-0.05895,0.00000,-0.05895
24.50600,-1.66982,-0.05847,0.00000,-0.05847
24.51600,0.16171,-0.05813,0.00000,-0.05813
24.53600,0.89970,-0.05743,0.00000,-0.05743
24.54600,0.90907,-0.05693,0.00000,-0.05693
24.55600,-0.07007,-0.05643,0.00153,-0.05704
24.56600,-2.64637,-0.05611,0.00153,-0.05672
24.57600,-2.40810,-0.05609,0.00000,-0.05609
24.58600,0.06037,-0.05625,-0.00153,-0.05563
24.59600,2.28615,-0.05634,-0.00307,-0.05511
24.60600,2.52277,-0.05620,-0.00307,-0.05497
24.61600,1.82051,-0.05579,-0.00307,-0.05456
24.62600,0.48768,-0.05534,-0.00307,-0.05411
24.63600,0.22496,-0.05490,-0.00307,-0.05368
24.64600,0.13122,-0.05454,-0.00460,-0.05270
24.65600,2.13903,-0.05427,-0.00460,-0.05243
24.66600,3.08528,-0.05381,-0.00460,-0.05197
24.67600,1.24167,-0.05322,-0.00460,-0.05138
24.68600,0.53628,-0.05261,-0.00460,-0.05077
24.69600,0.78865,-0.05204,-0.00460,-0.05020
24.70600,0.68974,-0.05154,-0.00460,-0.04970
24.71600,-0.14457,-0.05109,-0.00614,-0.04863
24.72600,2.85918,-0.05065,-0.00614,-0.04820
24.73800,1.51243,-0.04999,-0.00614,-0.04754
24.74600,-0.28691,-0.04952,-0.00614,-0.04706
24.75600,-1.32483,-0.04911,-0.00767,-0.04604
24.76600,1.00587,-0.04890,-0.00920,-0.04522
24.77600,2.44657,-0.04865,-0.01074,-0.04436
24.78600,4.28559,-0.04824,-0.01227,-0.04333
24.79600,4.61888,-0.04756,-0.01227,-0.04265
24.80600,4.42946,-0.04652,-0.01227,-0.04161
24.81600,3.30705,-0.04517,-0.01074,-0.04088
24.82600,1.17314,-0.04374,-0.00920,-0.04006
24.83600,0.01386,-0.04240,-0.00767,-0.03933
24.84800,-1.53037,-0.04120,-0.00767,-0.03813
24.85600,-0.53336,-0.04063,-0.00767,-0.03756
24.86600,0.03302,-0.04008,-0.00920,-0.03640
24.88600,3.46838,-0.03888,-0.01227,-0.03397
24.89600,4.86582,-0.03790,-0.01227,-0.03299
24.90600,4.03364,-0.03665,-0.01227,-0.03174
24.91600,3.79953,-0.03510,-0.01074,-0.03081
24.92600,2.41027,-0.03340,-0.01074,-0.02910
24.93600,2.66462,-0.03156,-0.00920,-0.02787
24.94600,3.50511,-0.02965,-0.00767,-0.02658
24.95600,2.92179,-0.02755,-0.00460,-0.02571
24.96600,2.26056,-0.02542,-0.00307,-0.02419
24.97600,1.82863,-0.02321,0.00000,-0.02321
24.98600,0.69406,-0.02103,0.00153,-0.02164
24.99600,0.93343,-0.01889,0.00307,-0.02012
25.00600,0.79398,-0.01687,0.00614,-0.01932
25.01600,0.77906,-0.01491,0.00767,-0.01798
25.02600,0.33617,-0.01310,0.00767,-0.01616
25.03600,2.90741,-0.01132,0.00920,-0.01500
25.04600,2.96803,-0.00950,0.01074,-0.01380
25.05600,3.35922,-0.00753,0.01074,-0.01182
25.06600,3.42374,-0.00543,0.01227,-0.01034
25.07600,3.50825,-0.00316,0.01534,-0.00930
25.08600,3.66164,-0.00075,0.01687,-0.00750
25.09600,2.23923,0.00175,0.01994,-0.00623
25.10600,1.66262,0.00427,0.02301,-0.00493
25.11600,1.12448,0.00680,0.02608,-0.00363
25.12600,0.20904,0.00912,0.02761,-0.00193
25.13600,0.07746,0.01130,0.02915,-0.00036
25.14600,0.50945,0.01332,0.03221,0.00044
25.15600,0.37991,0.01532,0.03375,0.00182
25.16600,0.37851,0.01705,0.03528,0.00294
25.17600,-0.78645,0.01878,0.03528,0.00467
25.18600,-1.04182,0.02037,0.03682,0.00564
25.19600,-0.98426,0.02162,0.03682,0.00689
25.20600,0.43597,0.02267,0.03682,0.00794
25.21600,0.18343,0.02367,0.03528,0.00955
25.22600,2.72796,0.02467,0.03528,0.01055
25.23600,3.12492,0.02585,0.03528,0.01174
25.24600,2.20681,0.02715,0.03528,0.01303
25.25600,2.54576,0.02853,0.03682,0.01381
25.26600,1.28310,0.03006,0.03682,0.01533
25.27600,0.23553,0.03151,0.03835,0.01617
25.28600,-0.98935,0.03285,0.03835,0.01751
25.29600,1.28200,0.03399,0.03835,0.01865
25.30600,2.68424,0.03513,0.03835,0.01979
25.31600,1.21002,0.03635,0.03988,0.02040
25.32600,-1.66544,0.03744,0.03988,0.02149
25.33600,-0.63676,0.03831,0.03988,0.02236
25.34600,-0.38205,0.03899,0.03988,0.02304
25.35600,-1.85451,0.03951,0.03988,0.02356
25.36600,-2.49361,0.03965,0.03835,0.02431
25.37600,-1.28292,0.03951,0.03528,0.02540
25.38600,0.37921,0.03922,0.03221,0.02633
25.39600,1.78307,0.03906,0.03068,0.02679
25.40600,2.88715,0.03915,0.02915,0.02749
25.41600,1.34965,0.03945,0.02761,0.02840
25.42600,1.11732,0.03983,0.02608,0.02940
25.43600,1.99082,0.04022,0.02608,0.02979
25.44600,1.02852,0.04072,0.02608,0.03029
25.45600,-1.07745,0.04115,0.02454,0.03133
25.46600,0.93017,0.04140,0.02454,0.03158
25.47600,1.94535,0.04165,0.02301,0.03245
25.48600,1.97001,0.04197,0.02148,0.03338
25.49600,3.14666,0.04249,0.02148,0.03390
25.50600,2.03145,0.04311,0.02148,0.03452
25.51600,0.88511,0.04386,0.02148,0.03527
25.52600,1.19282,0.04458,0.02148,0.03599
25.53600,2.06071,0.04536,0.02148,0.03677
25.54600,2.91581,0.04620,0.02301,0.03699
25.55600,-0.47441,0.04711,0.02301,0.03790
25.56600,0.32728,0.04795,0.02454,0.03813
25.57600,-0.69262,0.04861,0.02454,0.03879
25.58600,-1.29915,0.04915,0.02454,0.03934
25.59600,-0.50024,0.04952,0.02454,0.03970
25.60600,0.88453,0.04970,0.02301,0.04049
25.61600,2.77431,0.04993,0.02148,0.04134
25.62600,4.10141,0.05031,0.02148,0.04172
25.63600,2.17134,0.05106,0.02148,0.04247
25.64600,1.96482,0.05179,0.02301,0.04259
25.65600,-1.11142,0.05268,0.02301,0.04347
25.66600,0.25422,0.05318,0.02301,0.04397
25.67600,1.55621,0.05377,0.02301,0.04456
25.68600,2.12020,0.05434,0.02301,0.04513
25.69600,2.16365,0.05504,0.02454,0.04522
25.70600,0.13339,0.05586,0.02454,0.04604
25.71600,-0.49860,0.05654,0.02608,0.04611
25.72600,-1.76199,0.05713,0.02608,0.04670
25.73600,-1.78790,0.05741,0.02608,0.04697
25.74600,0.24537,0.05752,0.02454,0.04770
25.75600,2.32699,0.05775,0.02454,0.04793
25.76600,2.06988,0.05793,0.02301,0.04872
25.77600,3.29213,0.05836,0.02301,0.04916
25.78600,2.52717,0.05897,0.02301,0.04977
25.79600,1.21165,0.05977,0.02454,0.04995
25.80600,-0.09466,0.06048,0.02608,0.05004
25.81600,-1.25430,0.06116,0.02608,0.05073
25.82600,-0.21689,0.06154,0.02608,0.05111
25.83600,1.16700,0.06191,0.02608,0.05148
25.84600,1.28068,0.06229,0.02608,0.05186
25.85600,1.33259,0.06277,0.02608,0.05234
25.86600,0.21973,0.06327,0.02761,0.05223
25.87600,-2.16628,0.06366,0.02761,0.05261
25.88600,-0.95454,0.06382,0.02761,0.05277
25.89600,-0.69663,0.06384,0.02761,0.05280
25.90600,-0.23964,0.06377,0.02608,0.05334
25.91600,1.42453,0.06377,0.02608,0.05334
25.92600,-0.20704,0.06382,0.02454,0.05400
25.93600,1.05005,0.06389,0.02454,0.05407
25.94600,3.03727,0.06414,0.02454,0.05432
25.95600,2.75767,0.06457,0.02454,0.05475
25.96600,2.51159,0.06509,0.02608,0.05466
25.97600,-0.03987,0.06570,0.02608,0.05527
25.98600,0.54551,0.06630,0.02761,0.05525
25.99600,-0.21639,0.06684,0.02915,0.05518
26.00600,-1.45659,0.06720,0.02915,0.05555
26.01600,0.59361,0.06743,0.03068,0.05516
26.02600,-0.65787,0.06768,0.03068,0.05541
26.03600,-2.44287,0.06770,0.03068,0.05543
26.04600,-2.08315,0.06748,0.03068,0.05521
26.05600,-1.25328,0.06711,0.02915,0.05546
26.06600,1.83172,0.06673,0.02761,0.05568
26.07600,2.48685,0.06666,0.02761,0.05561
26.08600,0.63273,0.06677,0.02761,0.05573
26.09600,0.48642,0.06691,0.02761,0.05586
26.10600,1.59563,0.06711,0.02761,0.05607
26.11600,2.99421,0.06748,0.02915,0.05582
26.12600,1.35257,0.06805,0.03068,0.05577
26.13600,-0.82187,0.06864,0.03221,0.05575
26.14600,-1.54035,0.06905,0.03375,0.05555
26.15600,-1.62160,0.06925,0.03375,0.05575
26.16600,-1.14211,0.06925,0.03375,0.05575
26.17600,0.24581,0.06918,0.03375,0.05568
26.18600,0.66857,0.06916,0.03375,0.05566
26.19600,0.30787,0.06925,0.03528,0.05514
26.20600,-2.68999,0.06923,0.03528,0.05512
26.21600,-1.74565,0.06905,0.03528,0.05493
26.22600,-0.57357,0.06877,0.03528,0.05466
26.23600,-0.70604,0.06846,0.03528,0.05434
26.24600,-1.21493,0.06811,0.03528,0.05400
26.25600,-1.73910,0.06766,0.03528,0.05355
26.26600,-2.60778,0.06705,0.03375,0.05355
26.27600,-0.56216,0.06627,0.03221,0.05339
26.28600,1.30724,0.06566,0.03221,0.05277
26.29600,1.14662,0.06516,0.03221,0.05227
26.30600,-0.72287,0.06479,0.03221,0.05191
26.31600,-1.16803,0.06443,0.03221,0.05155
26.32600,-0.67672,0.06407,0.03221,0.05118
26.33600,0.11057,0.06377,0.03221,0.05089
26.34600,1.03854,0.06357,0.03221,0.05068
26.35600,2.35605,0.06350,0.03375,0.05000
26.36600,0.76542,0.06370,0.03528,0.04959
26.37600,-1.06315,0.06389,0.03682,0.04916
26.38600,-2.78210,0.06395,0.03835,0.04861
26.39600,-2.80837,0.06373,0.03835,0.04839
26.40600,-1.32049,0.06336,0.03988,0.04741
26.41600,-2.88109,0.06282,0.03988,0.04686
26.42600,-2.25856,0.06220,0.03988,0.04625
26.43600,-1.54811,0.06145,0.03988,0.04550
26.44600,-2.01210,0.06068,0.03988,0.04473
26.45600,-2.18853,0.05975,0.03835,0.04441
26.46600,0.61599,0.05888,0.03835,0.04354
26.47600,-0.45421,0.05809,0.03835,0.04275
26.48600,-2.11696,0.05729,0.03835,0.04195
26.49600,-2.78422,0.05641,0.03835,0.04107
26.50600,-3.13129,0.05536,0.03682,0.04063
26.51600,-1.58347,0.05413,0.03682,0.03941
26.52600,-1.34154,0.05290,0.03528,0.03879
26.53800,-0.57785,0.05140,0.03375,0.03790
26.54800,-0.78655,0.05020,0.03375,0.03670
26.55600,-0.86741,0.04922,0.03375,0.03572
26.56600,-3.67159,0.04799,0.03221,0.03511
26.57600,-3.59282,0.04654,0.03221,0.03365
26.58600,-2.12649,0.04488,0.03068,0.03261
26.59600,-1.49763,0.04317,0.02915,0.03152
26.60600,-1.92236,0.04142,0.02608,0.03099
26.61600,-1.67080,0.03960,0.02454,0.02979
26.62600,-1.41705,0.03779,0.02301,0.02858
26.63600,-0.87843,0.03599,0.02148,0.02740
26.64600,-0.40790,0.03426,0.01994,0.02628
26.65600,-0.92604,0.03258,0.01841,0.02522
26.66600,-1.18603,0.03092,0.01687,0.02417
26.67600,-1.01703,0.02926,0.01534,0.02312
26.68600,-0.63817,0.02765,0.01381,0.02212
26.69600,-1.05071,0.02612,0.01227,0.02121
26.70600,-1.14081,0.02464,0.01074,0.02035
26.71600,-1.71136,0.02310,0.01074,0.01880
26.72600,-2.09823,0.02162,0.00920,0.01794
26.73600,-1.33798,0.02007,0.00767,0.01701
26.74600,-0.79281,0.01848,0.00767,0.01542
26.75600,-1.32121,0.01703,0.00614,0.01457
26.76600,-1.39831,0.01548,0.00460,0.01364
26.77600,-0.78417,0.01400,0.00460,0.01216
26.78600,-1.64504,0.01248,0.00307,0.01125
26.79800,-0.85458,0.01064,0.00153,0.01003
26.80600,-0.69119,0.00946,0.00000,0.00946
26.81600,-0.38780,0.00803,0.00000,0.00803
26.82600,-0.53413,0.00662,-0.00153,0.00723
26.83600,-0.42489,0.00527,-0.00307,0.00650
26.84600,0.35683,0.00402,-0.00307,0.00525
26.85600,1.31923,0.00296,-0.00460,0.00480
26.86600,2.93047,0.00218,-0.00460,0.00402
26.87600,2.67114,0.00177,-0.00307,0.00300
26.88600,0.40165,0.00173,-0.00153,0.00234
26.89600,-1.63228,0.00168,0.00000,0.00168
26.90600,-1.48263,0.00155,0.00153,0.00093
26.91600,-0.69657,0.00130,0.00307,0.00007
26.92600,-0.14949,0.00100,0.00460,-0.00084
26.93600,-0.56422,0.00068,0.00614,-0.00177
26.94600,-1.08904,0.00039,0.00614,-0.00207
26.95600,-0.88075,0.00009,0.00767,-0.00298
26.96600,-0.61600,-0.00025,0.00920,-0.00393
26.97600,-1.74805,-0.00066,0.00920,-0.00434
26.98600,-1.56166,-0.00109,0.01074,-0.00539
26.99600,-2.39552,-0.00168,0.01074,-0.00598
27.00600,-0.68032,-0.00232,0.01074,-0.00661
27.01600,0.52775,-0.00293,0.01227,-0.00784
27.02600,-3.47221,-0.00361,0.01227,-0.00852
27.03600,-4.06175,-0.00446,0.01227,-0.00936
27.04800,-3.56436,-0.00577,0.01074,-0.01007
27.05600,-0.89989,-0.00668,0.00920,-0.01037
27.06600,1.15463,-0.00782,0.00920,-0.01150
27.07600,0.34183,-0.00866,0.00767,-0.01173
27.08600,0.72482,-0.00932,0.00920,-0.01300
27.09600,-2.23399,-0.00994,0.00920,-0.01362
27.10600,-1.71708,-0.01059,0.00920,-0.01428
27.11600,-0.56709,-0.01125,0.00920,-0.01494
27.12600,-0.04149,-0.01189,0.00920,-0.01557
27.13600,0.20894,-0.01244,0.00920,-0.01612
27.14600,0.82421,-0.01282,0.00920,-0.01650
27.15600,0.72219,-0.01300,0.01074,-0.01730
27.16600,-0.68864,-0.01307,0.01227,-0.01798
27.17600,-0.94415,-0.01316,0.01381,-0.01869
27.18600,-1.25902,-0.01335,0.01534,-0.01948
27.19600,-1.06309,-0.01353,0.01534,-0.01966
27.20600,-0.93003,-0.01378,0.01687,-0.02053
27.21600,-1.96196,-0.01405,0.01841,-0.02141
27.22600,-3.78349,-0.01448,0.01841,-0.02185
27.23600,-2.13568,-0.01510,0.01841,-0.02246
27.24600,-0.66638,-0.01580,0.01841,-0.02316
27.25600,-0.94705,-0.01646,0.01841,-0.02382
27.26600,-1.38259,-0.01710,0.01841,-0.02446
27.27600,-1.31089,-0.01771,0.01841,-0.02507
27.28600,-0.96460,-0.01832,0.01841,-0.02569
27.29600,-0.79802,-0.01896,0.01841,-0.02632
27.30600,-0.88128,-0.01960,0.01841,-0.02696
27.31600,-0.95139,-0.02021,0.01841,-0.02757
27.32600,-1.02488,-0.02085,0.01841,-0.02821
27.33600,-1.14347,-0.02148,0.01841,-0.02885
27.34600,-1.39040,-0.02217,0.01841,-0.02953
27.35600,-1.87261,-0.02289,0.01841,-0.03026
27.36600,-2.43416,-0.02371,0.01841,-0.03108
27.37600,-3.40605,-0.02464,0.01687,-0.03139
27.38600,-2.27145,-0.02576,0.01687,-0.03251
27.39600,-0.49783,-0.02696,0.01534,-0.03310
27.40600,-1.16386,-0.02810,0.01381,-0.03362
27.41600,-1.19565,-0.02926,0.01381,-0.03478
27.42600,-2.52099,-0.03044,0.01227,-0.03535
27.43600,-2.92021,-0.03169,0.01074,-0.03599
27.44600,-2.57748,-0.03310,0.00920,-0.03678
27.45600,-0.62591,-0.03456,0.00767,-0.03763
27.46600,-0.37537,-0.03594,0.00614,-0.03840
27.47600,-1.34132,-0.03729,0.00460,-0.03913
27.48600,-1.60133,-0.03858,0.00307,-0.03981
27.49600,-1.12299,-0.03988,0.00153,-0.04049
27.50600,-0.61195,-0.04113,0.00000,-0.04113
27.51600,-0.03417,-0.04224,-0.00153,-0.04163
27.52600,0.07902,-0.04322,-0.00307,-0.04199
27.54600,-0.32138,-0.04452,-0.00307,-0.04329
27.55600,-0.76400,-0.04495,-0.00307,-0.04372
27.56600,0.30099,-0.04533,-0.00307,-0.04411
27.57600,1.67615,-0.04556,-0.00307,-0.04433
27.59600,0.92987,-0.04524,0.00000,-0.04524
27.60600,-0.84301,-0.04490,0.00153,-0.04552
